AphiaID	ScientificName	Authority	DrID	Longitude	Source	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
159520	Myoxocephalus octodecemspinosus	(Mitchill, 1814)	659502		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus		octodecemspinosus	
159520	Myoxocephalus octodecemspinosus	(Mitchill, 1814)	775050		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus		octodecemspinosus	
254529	Myoxocephalus quadricornis	(Linnaeus, 1758)	659503		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus		quadricornis	
127203	Myoxocephalus scorpius	(Linnaeus, 1758)	659504		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus		scorpius	
127203	Myoxocephalus scorpius	(Linnaeus, 1758)	774584		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus		scorpius	
238200	Myrianida prolifera	(O.F. Müller, 1788)	775107		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Myrianida		prolifera	
130542	Myriochele heeri	Malmgren, 1867	774659		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele		heeri	
130542	Myriochele heeri	Malmgren, 1867	749038		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele		heeri	
130542	Myriochele heeri	Malmgren, 1867	749392		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele		heeri	
329076	Myriochele pygidialis	Hartman, 1960	749041		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele		pygidialis	
329076	Myriochele pygidialis	Hartman, 1960	749395		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele		pygidialis	
124446	Myriotrochus rinkii	Steenstrup, 1851	774505		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Echinodermata	Holothuroidea	Apodida	Myriotrochidae	Myriotrochus		rinkii	
157805	Mysis gaspensis	O. Tattersall, 1954	774970		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		gaspensis	
120111	Mysis litoralis	(Banner, 1948)	774475		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		litoralis	
120113	Mysis mixta	Liljeborg, 1853	774476		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		mixta	
120113	Mysis mixta	Liljeborg, 1853	769302		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		mixta	
120113	Mysis mixta	Liljeborg, 1853	749530		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		mixta	
120113	Mysis mixta	Liljeborg, 1853	749176		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		mixta	
226994	Mysis stenolepis	S.I. Smith, 1873	775101		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		stenolepis	
226994	Mysis stenolepis	S.I. Smith, 1873	769713		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis		stenolepis	
130653	Mystides borealis	Théel, 1879	774672		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Mystides		borealis	
140480	Mytilus edulis	Linnaeus, 1758	774820		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus		edulis	
140480	Mytilus edulis	Linnaeus, 1758	749273		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus		edulis	
140480	Mytilus edulis	Linnaeus, 1758	749627		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus		edulis	
140480	Mytilus edulis	Linnaeus, 1758	769555		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus		edulis	
130932	Myxicola infundibulum	(Montagu, 1808)	774692		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Myxicola		infundibulum	
101170	Myxine glutinosa	Linnaeus, 1758	774242		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine		glutinosa	
101170	Myxine glutinosa	Linnaeus, 1758	659505		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine		glutinosa	
130517	Naineris quadricuspida	(Fabricius, 1780)	774658		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta		Orbiniidae	Naineris		quadricuspida	
135496	Nanomia cara	Agassiz, 1865	774743		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia		cara	
180494	Navicula cluthensis f. rostrata	(Simonsen) Hustedt, 1966	708496		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		cluthensis	
149467	Navicula directa	(W.Smith) Ralfs, 1861	708497		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		directa	
149467	Navicula directa	(W.Smith) Ralfs, 1861	708377		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		directa	
172799	Navicula gregaria	Donkin, 1861	708498		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		gregaria	
180626	Navicula kariana var. frigida	(Grunow) Cleve, 1895	708499		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		kariana	
172836	Navicula pelagica	Cleve, 1896	708500		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		pelagica	
172731	Navicula perminuta	Grunow, 1880	708501		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		perminuta	
549210	Navicula septentrionalis	(Grunow) Gran, 1908	708502		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		septentrionalis	
549210	Navicula septentrionalis	(Grunow) Gran, 1908	708569		Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Ministère de la Chasse et des Pêcheries, Montreal. 91: 365 pp.	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		septentrionalis	
549210	Navicula septentrionalis	(Grunow) Gran, 1908	707468		Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Ministère de la Chasse et des Pêcheries, Montreal. 91: 365 pp.	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		septentrionalis	
175320	Navicula transitans var. derasa	(Grunow) Cleve, 1883	708592		Mather, L., MacIntosh, K., Kaczmarska, I., Klein, G. and Martin, J.L. 2010. A checklist of diatom species reported (and presumed native) from Canadian coastal waters.  Can. Tech. Rep. Fish. Aquat. Sci. 2881: 81 p	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		transitans	
175320	Navicula transitans var. derasa	(Grunow) Cleve, 1883	708503		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		transitans	
175321	Navicula transitans var. derasa f. delicatula	Heimdal, 1970	708504		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		transitans	
175321	Navicula transitans var. derasa f. delicatula	Heimdal, 1970	708593		Mather, L., MacIntosh, K., Kaczmarska, I., Klein, G. and Martin, J.L. 2010. A checklist of diatom species reported (and presumed native) from Canadian coastal waters.  Can. Tech. Rep. Fish. Aquat. Sci. 2881: 81 p	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		transitans	
175326	Navicula vanhoeffenii	Gran, 1897	708505		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		vanhoeffenii	
147032	Nebalia bipes	(Fabricius, 1780)	774869		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Leptostraca	Nebaliidae	Nebalia		bipes	
149680	Nebaliella caboti	Clark, 1932	646921		Walker-Smith G.K. & Poore G.C.B. (2001). A phylogeny of the Leptostraca (Crustacea) with keys to families and genera. Memoirs of Museum Victoria 58(2): 383-410.	Animalia	Arthropoda	Malacostraca	Leptostraca	Nebaliidae	Nebaliella		caboti	
600484	Neilonella latior	(Jeffreys, 1876)	775182		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Nuculanida	Neilonellidae	Neilonella		latior	
126306	Nemichthys scolopaceus	Richardson, 1848	774525		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Actinopteri	Anguilliformes	Nemichthyidae	Nemichthys		scolopaceus	
126306	Nemichthys scolopaceus	Richardson, 1848	659506		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Actinopteri	Anguilliformes	Nemichthyidae	Nemichthys		scolopaceus	
329491	Nemidia microlepida	Moore, 1910	775123		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Nemidia		microlepida	
329491	Nemidia microlepida	Moore, 1910	749421		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Nemidia		microlepida	
329491	Nemidia microlepida	Moore, 1910	749067		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Nemidia		microlepida	
131504	Neoamphitrite figulus	(Dalyell, 1853)	749457		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		figulus	
131504	Neoamphitrite figulus	(Dalyell, 1853)	749103		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		figulus	
131505	Neoamphitrite grayi	(Malmgren, 1866)	749104		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		grayi	
131505	Neoamphitrite grayi	(Malmgren, 1866)	749458		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		grayi	
131506	Neoamphitrite groenlandica	(Malmgren, 1866)	749459		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		groenlandica	
131506	Neoamphitrite groenlandica	(Malmgren, 1866)	749105		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite		groenlandica	
196813	Neodenticula seminae	(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986	708605		Poulin, M., Lundholm, N., Bérard-Therriault, L., Starr, M. and Gagnon, R. 2010. Morphological and phylogenetic comparisons of Neodenticula seminae (Bacillariophyta) populations between the subarctic Pacific and the Gulf of St. Lawrence', European Journal of Phycology, 45: 2, 127 — 142	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Neodenticula		seminae	
102108	Neohela monstrosa	(Boeck, 1861)	774258		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Amphipoda	Unciolidae	Neohela		monstrosa	
102108	Neohela monstrosa	(Boeck, 1861)	749131		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Amphipoda	Unciolidae	Neohela		monstrosa	
102108	Neohela monstrosa	(Boeck, 1861)	749485		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Amphipoda	Unciolidae	Neohela		monstrosa	
131069	Neoleanira tetragona	(Örsted, 1845)	774696		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Neoleanira		tetragona	
131069	Neoleanira tetragona	(Örsted, 1845)	749078		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Neoleanira		tetragona	
131069	Neoleanira tetragona	(Örsted, 1845)	749432		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Neoleanira		tetragona	
131069	Neoleanira tetragona	(Örsted, 1845)	769437		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Neoleanira		tetragona	
157807	Neomysis americana	(S.I. Smith, 1873)	774971		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Neomysis		americana	
157807	Neomysis americana	(S.I. Smith, 1873)	769660		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Neomysis		americana	
102999	Neopleustes pulchellus	(Krøyer, 1846)	749194		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	Neopleustes		pulchellus	
102999	Neopleustes pulchellus	(Krøyer, 1846)	749548		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	Neopleustes		pulchellus	
129814	Neosabellides oceanica	(Fauvel, 1909)	749319		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Neosabellides		oceanica	
129814	Neosabellides oceanica	(Fauvel, 1909)	748965		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Neosabellides		oceanica	
126634	Neoscopelus macrolepidotus	Johnson, 1863	774550		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Actinopteri	Myctophiformes	Neoscopelidae	Neoscopelus		macrolepidotus	
126634	Neoscopelus macrolepidotus	Johnson, 1863	659507		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Actinopteri	Myctophiformes	Neoscopelidae	Neoscopelus		macrolepidotus	
157499	Nephtys bucera	Ehlers, 1868	774953		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		bucera	
157499	Nephtys bucera	Ehlers, 1868	749018		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		bucera	
157499	Nephtys bucera	Ehlers, 1868	749372		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		bucera	
130355	Nephtys caeca	(Fabricius, 1780)	774646		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		caeca	
130355	Nephtys caeca	(Fabricius, 1780)	749011		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		caeca	
